toi,a,g,s,h,ppg,ppa,PIM,fow,fot,TA,GA,SHG,SHA,blocked,pminus,ETOI,STOI,PPTOI,season,type,date_time_GMT,away_goals,home_goals,venue,pts,pp pts,c_w_pts,c_wo_pts,pts y/n,total games,total pts,ppg,games l_21,games l_7,pts l_7,pts l_3,pp pts l_7,pp pts l_3,pts y/n l_7,pts y/n l_3,ppg l_7,ppg l_3
1401,1,0,8,3,0,0,0,0,0,2,2,0,0,1,0,1059,12,330,20102011,R,2010-10-08T23:30:00Z,2,4,Philips Arena,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1157,1,2,5,2,0,1,0,0,1,0,1,0,0,1,2,822,0,335,20102011,R,2010-10-09T23:00:00Z,2,7,Verizon Center,3,1,1,0,1,2,4,1,1,1,1,1,0,0,1,1,0.5,0.5
1358,0,1,3,2,0,0,4,0,0,2,2,0,0,0,0,923,0,435,20102011,R,2010-10-11T23:00:00Z,2,3,Verizon Center,1,0,2,0,1,3,5,2,2,2,4,4,1,1,2,2,1.333333333,1.333333333
1291,1,1,3,1,0,1,0,0,0,3,3,0,0,0,1,966,0,325,20102011,R,2010-10-13T23:00:00Z,1,2,Verizon Center,2,1,3,0,1,4,7,1.666666667,3,3,5,5,1,1,3,3,1.25,1.666666667
1409,1,0,3,3,0,1,2,0,0,0,0,0,0,0,-1,1078,1,330,20102011,R,2010-10-17T00:00:00Z,3,2,Bridgestone Arena,1,1,4,0,1,5,8,1.75,4,2,7,6,2,2,4,3,1.4,2
1416,0,0,5,6,0,0,0,0,0,0,0,0,0,0,-2,1026,5,385,20102011,R,2010-10-19T23:30:00Z,3,1,Verizon Center,0,0,5,0,0,6,8,1.6,5,2,8,4,3,2,5,3,1.333333333,1.333333333
1553,0,0,8,5,0,0,0,0,0,0,0,0,0,0,-1,1098,0,455,20102011,R,2010-10-21T23:00:00Z,1,4,TD Garden,0,0,0,1,0,7,8,1.333333333,6,2,8,3,3,2,5,2,1.142857143,1
1457,0,0,6,9,0,0,2,0,0,2,1,0,0,0,0,1146,0,311,20102011,R,2010-10-23T23:00:00Z,3,4,Verizon Center,0,0,0,2,0,8,8,1.142857143,7,3,8,1,3,1,5,1,1.142857143,0.333333333
1029,1,0,5,2,0,0,2,0,0,0,1,0,0,0,1,821,0,208,20102011,R,2010-10-27T23:00:00Z,3,0,RBC Center,1,0,0,3,1,9,9,1,8,2,7,0,3,0,4,0,1,0
1243,0,1,4,4,0,0,0,0,0,0,1,0,0,0,1,1011,2,230,20102011,R,2010-10-29T00:00:00Z,1,2,Xcel Energy Center,1,0,1,0,1,10,10,1,8,2,5,1,2,0,4,1,0.714285714,0.333333333
1113,1,2,7,4,2,0,0,0,1,1,1,0,0,0,1,861,0,252,20102011,R,2010-10-31T02:00:00Z,7,2,Scotiabank Saddledome,3,2,2,0,1,11,13,1,8,2,5,2,2,0,4,2,0.714285714,0.666666667
1391,2,0,3,3,0,2,0,0,0,1,0,0,0,1,-1,1034,5,352,20102011,R,2010-11-03T23:00:00Z,4,5,Verizon Center,2,2,3,0,1,12,15,1.181818182,7,2,6,5,3,2,4,3,0.857142857,1.666666667
1348,1,1,3,0,0,0,2,0,1,1,0,0,0,2,1,1110,0,238,20102011,R,2010-11-05T23:00:00Z,3,5,Verizon Center,2,0,4,0,1,13,17,1.25,8,2,7,6,4,4,4,3,1,2
1382,1,0,6,4,0,1,0,0,0,1,0,0,0,0,0,950,0,432,20102011,R,2010-11-07T22:00:00Z,2,3,Verizon Center,1,1,5,0,1,14,18,1.307692308,8,2,9,7,4,4,5,3,1.285714286,2.333333333
1311,2,0,3,4,0,1,0,1,1,1,0,0,0,0,1,1032,3,276,20102011,R,2010-11-10T00:30:00Z,5,3,Madison Square Garden,2,1,6,0,1,15,20,1.285714286,8,2,10,5,5,3,6,3,1.428571429,1.666666667
1067,2,1,2,2,0,1,0,0,0,0,3,0,0,0,4,1051,0,16,20102011,R,2010-11-12T00:00:00Z,3,6,Verizon Center,3,1,7,0,1,16,23,1.333333333,8,2,12,5,6,2,7,3,1.714285714,1.666666667
1058,0,0,1,5,0,0,0,0,0,0,1,0,0,0,-1,948,0,110,20102011,R,2010-11-14T00:00:00Z,2,3,HSBC Arena,0,0,8,0,0,17,23,1.4375,8,2,14,6,7,3,7,3,2,2
1072,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,843,3,226,20102011,R,2010-11-14T22:00:00Z,4,6,Verizon Center,2,0,0,1,1,18,25,1.352941176,0,0,13,5,7,2,6,2,1.857142857,1.666666667
1144,0,0,4,4,0,0,2,0,0,1,0,0,0,0,1,1011,0,133,20102011,R,2010-11-18T00:00:00Z,2,4,Verizon Center,0,0,1,0,0,19,25,1.388888889,1,1,12,5,5,1,6,2,1.714285714,1.666666667
1360,0,0,3,1,0,0,0,1,1,1,1,0,0,0,-2,1013,0,347,20102011,R,2010-11-20T00:30:00Z,0,5,Philips Arena,0,0,0,1,0,20,25,1.315789474,2,2,10,2,3,0,5,1,1.428571429,0.666666667
1371,1,0,3,1,0,1,0,0,0,0,0,0,0,0,-1,813,0,558,20102011,R,2010-11-21T00:00:00Z,5,4,Verizon Center,1,1,0,2,1,21,26,1.25,3,2,8,2,3,0,4,1,1.142857143,0.666666667
1386,0,0,5,5,0,0,2,0,0,0,2,0,0,0,0,1100,0,286,20102011,R,2010-11-23T00:00:00Z,0,5,Prudential Center,0,0,1,0,0,22,26,1.238095238,4,3,8,1,3,1,4,1,1.142857143,0.333333333
1315,3,0,10,5,0,1,0,0,0,1,1,0,0,0,2,977,0,338,20102011,R,2010-11-25T00:00:00Z,3,2,RBC Center,3,1,0,1,1,23,29,1.181818182,5,3,6,1,2,1,3,1,0.857142857,0.333333333
1138,2,0,1,3,0,2,0,0,0,0,0,0,0,1,1,814,0,324,20102011,R,2010-11-26T22:00:00Z,0,6,Verizon Center,2,2,1,0,1,24,31,1.260869565,6,4,6,4,2,2,3,2,0.857142857,1.333333333
1287,1,0,7,1,0,0,2,0,0,0,1,0,0,0,1,1164,3,120,20102011,R,2010-11-28T22:00:00Z,2,3,Verizon Center,1,0,2,0,1,25,32,1.291666667,7,3,8,5,4,3,4,2,1.142857143,1.666666667
1132,1,0,3,4,0,0,0,0,0,0,1,0,0,0,2,966,0,166,20102011,R,2010-12-02T01:00:00Z,4,1,Scottrade Center,1,0,3,0,1,26,33,1.28,8,2,7,6,4,3,4,3,1,2
1347,0,0,5,3,0,0,2,0,0,0,3,0,0,0,0,1011,8,328,20102011,R,2010-12-03T01:30:00Z,1,2,American Airlines Center,0,0,4,0,0,27,33,1.269230769,9,2,8,4,4,2,5,3,1.142857143,1.333333333
1538,0,1,6,2,0,0,0,0,1,0,1,0,0,0,0,969,0,569,20102011,R,2010-12-05T00:00:00Z,3,1,Verizon Center,1,0,0,1,1,28,34,1.222222222,9,2,8,2,4,0,5,2,1.142857143,0.666666667
1221,0,1,5,3,0,0,0,0,1,0,0,0,0,0,-1,1012,0,209,20102011,R,2010-12-07T00:00:00Z,5,4,Verizon Center,1,0,1,0,1,29,35,1.214285714,10,3,8,2,3,0,5,2,1.142857143,0.666666667
1353,0,0,5,2,0,0,0,0,0,0,1,0,0,0,-1,680,1,672,20102011,R,2010-12-10T00:00:00Z,3,0,Verizon Center,0,0,2,0,0,30,35,1.206896552,10,2,9,2,3,0,6,2,1.285714286,0.666666667
1431,1,0,3,5,0,0,0,0,0,3,0,0,0,0,1,1119,0,312,20102011,R,2010-12-12T00:00:00Z,3,2,Verizon Center,1,0,0,1,1,31,36,1.166666667,9,2,6,2,2,0,5,2,0.857142857,0.666666667
960,0,0,4,7,0,0,5,0,0,0,0,0,0,0,-1,730,0,230,20102011,R,2010-12-13T00:00:00Z,0,7,Madison Square Garden,0,0,1,0,0,32,36,1.161290323,10,3,5,2,0,0,5,2,0.714285714,0.666666667
1514,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1,1337,0,177,20102011,R,2010-12-16T00:00:00Z,2,1,Verizon Center,0,0,0,1,0,33,36,1.125,9,3,4,1,0,0,4,1,0.571428571,0.333333333
1434,1,0,7,6,0,0,0,0,0,0,3,0,0,0,-1,1328,0,106,20102011,R,2010-12-19T00:00:00Z,2,3,TD Garden,1,0,0,2,1,34,37,1.090909091,8,2,3,1,0,0,3,1,0.428571429,0.333333333
1247,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,856,0,391,20102011,R,2010-12-20T00:30:00Z,3,2,Scotiabank Place,1,0,1,0,1,35,38,1.088235294,9,2,4,1,0,0,4,1,0.571428571,0.333333333
1279,1,0,1,4,0,0,0,0,0,0,1,0,0,1,1,880,4,395,20102011,R,2010-12-22T00:30:00Z,1,5,Verizon Center,1,0,2,0,1,36,39,1.085714286,10,3,4,2,0,0,4,2,0.571428571,0.666666667
1393,0,0,5,5,0,0,2,0,3,1,1,0,0,0,0,939,0,454,20102011,R,2010-12-24T00:00:00Z,3,2,Verizon Center,0,0,3,0,0,37,39,1.083333333,9,3,4,3,0,0,4,3,0.571428571,1
1321,1,1,8,1,0,0,2,1,1,2,0,0,0,1,2,1115,1,205,20102011,R,2010-12-27T00:00:00Z,3,2,RBC Center,2,0,0,1,1,38,41,1.054054054,9,2,4,2,0,0,4,2,0.571428571,0.666666667
1328,0,1,5,2,0,0,0,0,0,0,1,0,0,0,1,650,4,674,20102011,R,2010-12-29T00:00:00Z,0,3,Verizon Center,1,0,1,0,1,39,42,1.078947368,9,2,5,3,0,0,4,2,0.714285714,1
1106,0,0,6,1,0,0,0,0,0,0,0,0,0,0,-1,954,0,152,20102011,R,2011-01-02T01:00:00Z,3,1,Heinz Field,0,0,2,0,0,40,42,1.076923077,8,2,6,3,0,0,5,2,0.857142857,1
1316,0,0,8,1,0,0,0,0,0,1,1,0,0,0,0,1005,0,311,20102011,R,2011-01-05T00:00:00Z,1,0,Verizon Center,0,0,0,1,0,41,42,1.05,8,1,6,3,0,0,5,2,0.857142857,1
1233,1,1,6,1,0,1,0,0,0,0,0,0,0,1,0,999,0,234,20102011,R,2011-01-09T00:00:00Z,2,3,Verizon Center,2,1,0,2,1,42,44,1.024390244,7,1,5,1,0,0,4,1,0.714285714,0.333333333
1401,1,0,6,3,0,0,0,0,1,0,1,0,0,1,1,843,4,554,20102011,R,2011-01-12T00:30:00Z,3,4,BankAtlantic Center,1,0,1,0,1,43,45,1.047619048,6,1,6,2,1,1,4,1,0.857142857,0.666666667
1118,0,0,2,4,0,0,2,0,0,0,2,0,0,1,-2,990,12,116,20102011,R,2011-01-13T00:30:00Z,0,3,St. Pete Times Forum,0,0,2,0,0,44,45,1.046511628,7,2,6,3,1,1,4,2,0.857142857,1
1501,0,0,3,7,0,0,0,0,0,0,0,0,0,0,-1,1273,0,228,20102011,R,2011-01-15T00:00:00Z,4,2,Verizon Center,0,0,0,1,0,45,45,1.022727273,7,3,6,3,1,1,4,2,0.857142857,1
1330,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1240,0,90,20102011,R,2011-01-16T20:00:00Z,1,3,Verizon Center,0,0,0,2,0,46,45,1,8,3,4,1,1,0,3,1,0.571428571,0.333333333
1230,0,1,3,2,0,0,0,0,0,1,1,0,0,0,0,1230,0,0,20102011,R,2011-01-19T00:00:00Z,2,3,Wells Fargo Center,1,0,0,3,1,47,46,0.97826087,7,3,3,0,1,0,2,0,0.428571429,0
1195,2,0,1,1,0,0,2,0,0,0,2,0,0,0,2,989,4,202,20102011,R,2011-01-21T00:00:00Z,2,1,Nassau Coliseum,2,0,1,0,1,48,48,0.978723404,8,3,4,1,1,0,3,1,0.571428571,0.333333333
1252,0,3,8,2,0,0,0,0,0,2,0,0,0,3,3,1037,0,215,20102011,R,2011-01-23T00:00:00Z,4,1,Air Canada Centre,3,0,2,0,1,49,51,1,8,2,6,3,1,0,4,2,0.857142857,1
1448,0,0,6,2,0,0,2,0,0,3,0,0,0,0,0,1248,5,195,20102011,R,2011-01-25T00:30:00Z,2,1,Verizon Center,0,0,3,0,0,50,51,1.040816327,9,3,7,6,0,0,4,3,1,2
1418,0,0,8,2,0,0,0,0,0,0,1,0,0,0,0,1156,0,262,20102011,R,2011-01-27T00:00:00Z,0,1,Philips Arena,0,0,0,1,0,51,51,1.02,9,3,6,5,0,0,3,2,0.857142857,1.666666667
1350,0,0,3,4,0,0,2,0,0,1,0,0,0,1,0,1183,0,167,20102011,R,2011-02-02T00:30:00Z,3,2,Verizon Center,0,0,0,2,0,52,51,1,8,1,6,3,0,0,3,1,0.857142857,1
1342,3,1,10,4,1,0,0,0,0,0,0,0,0,0,3,1035,3,304,20102011,R,2011-02-05T00:30:00Z,5,2,St. Pete Times Forum,4,1,0,3,1,53,55,0.980769231,7,1,6,0,0,0,3,0,0.857142857,0
1281,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,886,0,395,20102011,R,2011-02-06T17:30:00Z,0,3,Verizon Center,0,0,1,0,0,54,55,1.037735849,7,2,10,4,1,1,4,1,1.428571429,1.333333333
1301,0,0,3,4,0,0,0,0,0,0,0,0,0,0,-2,1111,0,190,20102011,R,2011-02-09T00:00:00Z,2,0,Verizon Center,0,0,0,1,0,55,55,1.018518519,7,2,9,4,1,1,3,1,1.285714286,1.333333333
1475,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,1075,0,400,20102011,R,2011-02-12T17:30:00Z,4,1,Verizon Center,1,0,0,2,1,56,56,1,7,2,7,4,1,1,2,1,1,1.333333333
1552,0,0,6,3,0,0,0,0,0,1,1,0,0,0,0,889,90,573,20102011,R,2011-02-15T01:00:00Z,2,3,Jobing.com Arena,0,0,1,0,0,57,56,1,6,2,5,1,1,0,2,1,0.714285714,0.333333333
1378,1,1,3,4,0,0,0,0,0,0,2,0,0,0,-1,1147,0,231,20102011,R,2011-02-17T03:00:00Z,7,6,Honda Center,2,0,0,1,1,58,58,0.98245614,6,2,5,1,1,0,2,1,0.714285714,0.333333333
1213,1,1,7,4,1,0,2,0,0,1,1,0,0,0,0,1182,0,31,20102011,R,2011-02-18T03:30:00Z,2,3,HP Pavilion at San Jose,2,1,1,0,1,59,60,1,7,3,7,3,1,0,3,2,1,1
1451,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1000,0,451,20102011,R,2011-02-20T17:30:00Z,2,1,HSBC Arena,1,1,2,0,1,60,61,1.016949153,8,3,9,4,2,1,4,2,1.285714286,1.333333333
1236,0,1,8,4,1,0,0,0,0,0,0,0,0,2,0,949,0,287,20102011,R,2011-02-22T00:30:00Z,1,0,CONSOL Energy Center,1,1,3,0,1,61,62,1.016666667,9,3,6,5,2,2,4,3,0.857142857,1.666666667
1364,0,0,8,6,0,0,0,1,3,0,0,0,0,1,-1,878,12,474,20102011,R,2011-02-26T00:00:00Z,6,0,Verizon Center,0,0,4,0,0,62,62,1.016393443,8,2,7,4,3,3,5,3,1,1.333333333
1022,1,0,2,4,0,0,0,0,0,2,3,0,0,0,-1,919,0,103,20102011,R,2011-02-27T00:00:00Z,3,2,Nassau Coliseum,1,0,0,1,1,63,63,1,8,2,7,2,3,2,5,2,1,0.666666667
1072,1,1,8,1,0,0,0,1,1,0,1,0,0,0,2,853,0,219,20102011,R,2011-03-02T00:00:00Z,1,2,Verizon Center,2,0,1,0,1,64,65,1,8,2,7,2,3,1,5,2,1,0.666666667
1127,2,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1049,5,73,20102011,R,2011-03-04T00:00:00Z,2,3,Verizon Center,2,0,2,0,1,65,67,1.015625,9,3,9,3,3,0,6,2,1.285714286,1
1013,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,928,8,77,20102011,R,2011-03-06T22:00:00Z,3,2,BankAtlantic Center,1,0,3,0,1,66,68,1.030769231,9,2,9,5,3,0,6,3,1.285714286,1.666666667
1479,1,0,4,4,0,0,2,0,0,2,0,0,0,0,1,1244,0,235,20102011,R,2011-03-08T00:00:00Z,2,1,St. Pete Times Forum,1,0,4,0,1,67,69,1.03030303,9,3,8,5,2,0,6,3,1.142857143,1.666666667
1119,1,2,5,1,1,1,0,0,0,2,2,0,0,0,1,746,1,372,20102011,R,2011-03-10T00:00:00Z,0,5,Verizon Center,3,2,5,0,1,68,72,1.029850746,9,3,8,4,1,0,6,3,1.142857143,1.333333333
967,0,1,1,3,0,0,0,0,0,1,1,0,0,1,1,850,0,117,20102011,R,2011-03-12T00:00:00Z,1,2,Verizon Center,1,0,6,0,1,69,73,1.058823529,9,3,10,5,2,2,6,3,1.428571429,1.666666667
1224,0,0,6,3,0,0,0,0,0,1,1,0,0,0,-1,1097,11,116,20102011,R,2011-03-13T16:30:00Z,3,4,Verizon Center,0,0,7,0,0,70,73,1.057971014,9,3,11,5,2,2,7,3,1.571428571,1.666666667
1304,1,0,1,4,0,0,0,0,0,0,2,0,0,0,1,1067,0,237,20102011,R,2011-03-15T23:00:00Z,4,2,Centre Bell,1,0,0,1,1,71,74,1.042857143,9,3,10,4,2,2,6,2,1.428571429,1.333333333
1561,0,1,7,4,0,0,0,1,1,2,0,0,0,0,1,1108,0,453,20102011,R,2011-03-16T23:30:00Z,2,3,Joe Louis Arena,1,0,1,0,1,72,75,1.042253521,10,4,9,2,2,0,6,2,1.285714286,0.666666667
924,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,924,0,0,20102011,R,2011-03-18T23:00:00Z,3,0,Prudential Center,2,0,2,0,1,73,77,1.041666667,11,4,8,2,2,0,6,2,1.142857143,0.666666667
1160,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,948,8,204,20102011,R,2011-03-29T23:00:00Z,3,2,Verizon Center,0,0,3,0,0,74,77,1.054794521,6,0,9,4,2,0,6,3,1.285714286,1.333333333
1251,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1251,0,0,20102011,R,2011-03-31T23:00:00Z,3,4,Verizon Center,1,0,0,1,1,75,78,1.040540541,6,1,8,3,2,0,5,2,1.142857143,1
1206,2,1,7,4,0,1,0,0,0,0,1,0,0,0,-1,1088,0,118,20102011,R,2011-04-02T23:00:00Z,4,5,Verizon Center,3,1,1,0,1,76,81,1.04,6,2,6,3,0,0,5,2,0.857142857,1
1416,0,1,7,4,1,0,0,0,0,1,0,0,0,0,0,1140,0,276,20102011,R,2011-04-05T23:00:00Z,3,2,Air Canada Centre,1,1,2,0,1,77,82,1.065789474,5,2,8,4,1,1,5,2,1.142857143,1.333333333
1119,2,1,5,0,0,1,0,0,0,1,1,0,0,0,2,860,2,257,20102011,R,2011-04-06T23:00:00Z,2,5,Verizon Center,3,1,3,0,1,78,85,1.064935065,5,3,9,5,2,2,6,3,1.285714286,1.666666667
1265,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1184,0,81,20102011,R,2011-04-09T23:00:00Z,0,1,BankAtlantic Center,0,0,4,0,0,79,85,1.08974359,5,2,11,7,3,3,6,3,1.571428571,2.333333333
1606,0,1,6,6,0,0,2,0,0,0,1,0,0,1,1,1457,0,149,20102011,P,2011-04-13T23:30:00Z,1,2,Verizon Center,1,0,0,1,1,80,86,1.075949367,6,1,10,4,3,2,5,2,1.428571429,1.333333333
1191,1,0,2,6,0,1,0,0,0,0,1,0,0,0,0,899,0,292,20102011,P,2011-04-15T23:30:00Z,0,2,Verizon Center,1,1,1,0,1,81,87,1.075,7,2,9,4,3,1,5,2,1.285714286,1.333333333
1172,1,1,1,5,0,1,2,0,0,0,1,0,0,0,-1,902,24,246,20102011,P,2011-04-17T19:00:00Z,2,3,Madison Square Garden,2,1,2,0,1,82,89,1.074074074,8,2,10,2,4,1,6,2,1.428571429,0.666666667
1807,0,0,4,3,0,0,2,0,0,0,2,0,0,1,-2,1410,0,397,20102011,P,2011-04-20T23:00:00Z,4,3,Madison Square Garden,0,0,3,0,0,83,89,1.085365854,8,2,11,4,5,2,6,3,1.571428571,1.333333333
1203,1,1,4,3,0,1,0,0,0,0,0,0,0,0,1,1024,0,179,20102011,P,2011-04-23T19:00:00Z,1,3,Verizon Center,2,1,0,1,1,84,91,1.072289157,7,2,8,3,4,2,5,2,1.142857143,1
1358,0,0,2,4,0,0,0,1,1,1,2,0,0,0,-1,932,3,423,20102011,P,2011-04-29T23:00:00Z,4,2,Verizon Center,0,0,1,0,0,85,91,1.083333333,6,1,9,4,4,2,5,2,1.285714286,1.333333333
1384,0,1,5,6,0,0,2,0,0,2,2,0,0,0,0,921,0,463,20102011,P,2011-05-01T23:00:00Z,3,2,Verizon Center,1,0,0,1,1,86,92,1.070588235,6,1,6,2,3,1,4,1,0.857142857,0.666666667
1467,1,1,5,4,1,0,0,2,2,0,4,0,0,1,0,1234,2,231,20102011,P,2011-05-03T22:30:00Z,3,4,St. Pete Times Forum,2,1,1,0,1,87,94,1.069767442,7,2,7,3,3,1,5,2,1,1
1505,1,0,5,3,0,1,2,0,0,0,1,0,0,0,1,1275,2,228,20102011,P,2011-05-04T23:00:00Z,3,5,St. Pete Times Forum,1,1,2,0,1,88,95,1.08045977,7,3,8,3,4,1,5,2,1.142857143,1
1238,1,0,2,1,0,1,2,0,0,1,0,0,0,0,0,941,0,297,20112012,R,2011-10-08T23:00:00Z,3,4,Verizon Center,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1307,0,0,3,2,0,0,0,0,0,0,0,0,0,0,-2,897,0,410,20112012,R,2011-10-10T23:00:00Z,5,6,Verizon Center,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,0.142857143,0.333333333
1135,0,1,3,6,0,0,0,0,0,0,1,0,0,1,1,1091,0,44,20112012,R,2011-10-13T23:00:00Z,3,2,CONSOL Energy Center,1,0,0,1,1,3,2,0.5,2,2,1,1,1,1,1,1,0.142857143,0.333333333
1090,0,0,7,3,0,0,0,0,0,3,0,0,0,0,-1,949,0,141,20112012,R,2011-10-15T23:00:00Z,1,2,Verizon Center,0,0,1,0,0,4,2,0.666666667,3,2,2,2,1,1,2,2,0.285714286,0.666666667
1055,1,0,2,4,0,1,0,0,0,1,0,0,0,0,0,1002,0,53,20112012,R,2011-10-18T23:00:00Z,0,3,Verizon Center,1,1,0,1,1,5,3,0.5,4,2,2,1,1,0,2,1,0.285714286,0.333333333
1079,0,2,3,0,1,0,2,0,0,1,0,0,0,0,1,657,0,422,20112012,R,2011-10-20T23:00:00Z,5,2,Wells Fargo Center,2,1,1,0,1,6,5,0.6,5,2,3,2,2,1,3,2,0.428571429,0.666666667
974,2,0,1,0,0,2,0,0,0,0,1,0,0,0,1,780,0,194,20112012,R,2011-10-22T23:00:00Z,1,7,Verizon Center,2,2,2,0,1,7,7,0.833333333,6,2,5,3,3,2,4,2,0.714285714,1
1091,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,749,6,336,20112012,R,2011-10-28T01:30:00Z,1,2,Rexall Place,0,0,3,0,0,8,7,1,7,1,7,5,5,4,5,3,1,1.666666667
1128,0,2,5,1,1,0,2,0,1,0,1,0,0,0,0,893,0,235,20112012,R,2011-10-30T02:00:00Z,4,7,Rogers Arena,2,1,0,1,1,9,9,0.875,7,1,6,4,4,3,4,2,0.857142857,1.333333333
1071,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,877,0,194,20112012,R,2011-11-01T23:30:00Z,4,5,Verizon Center,1,0,1,0,1,10,10,1,7,2,8,4,5,3,5,2,1.142857143,1.333333333
1213,2,0,3,0,0,1,0,0,1,0,0,0,0,0,1,912,0,301,20112012,R,2011-11-04T23:00:00Z,5,1,RBC Center,2,1,2,0,1,11,12,1,7,2,8,3,5,1,5,2,1.142857143,1
1070,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,982,7,81,20112012,R,2011-11-05T23:00:00Z,3,5,Nassau Coliseum,1,0,3,0,1,12,13,1.090909091,7,3,10,5,6,2,6,3,1.428571429,1.666666667
1102,0,0,3,3,0,0,0,0,0,0,1,0,0,0,-2,887,0,215,20112012,R,2011-11-09T00:00:00Z,5,2,Verizon Center,0,0,4,0,0,13,13,1.083333333,7,2,10,4,5,1,6,3,1.428571429,1.333333333
1225,0,1,2,2,0,0,0,0,1,0,0,0,0,1,1,899,0,326,20112012,R,2011-11-12T00:00:00Z,3,1,Prudential Center,1,0,0,1,1,14,14,1,6,1,8,3,4,1,5,2,1.142857143,1
1214,0,0,2,11,0,0,2,0,0,1,0,0,0,0,-1,867,0,347,20112012,R,2011-11-13T00:00:00Z,3,2,Verizon Center,0,0,1,0,0,15,14,1,7,2,7,2,2,0,5,2,1,0.666666667
1016,0,0,4,3,0,0,0,0,0,0,0,0,0,0,-2,819,0,197,20112012,R,2011-11-16T01:00:00Z,1,3,Bridgestone Arena,0,0,0,1,0,16,14,0.933333333,8,2,7,1,2,0,5,1,1,0.333333333
1092,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,742,0,350,20112012,R,2011-11-18T01:30:00Z,1,4,MTS Centre,0,0,0,2,0,17,14,0.875,8,3,5,1,1,0,4,1,0.714285714,0.333333333
1169,0,0,8,2,0,0,0,0,1,0,0,0,0,0,-3,762,8,399,20112012,R,2011-11-20T00:00:00Z,1,7,Air Canada Centre,0,0,0,3,0,18,14,0.823529412,8,2,4,0,1,0,3,0,0.571428571,0
1095,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,831,0,264,20112012,R,2011-11-22T00:00:00Z,3,4,Verizon Center,1,0,0,4,1,19,15,0.777777778,8,3,2,0,0,0,2,0,0.285714286,0
1193,1,0,5,4,0,0,0,0,0,1,1,0,0,1,1,974,0,219,20112012,R,2011-11-24T00:00:00Z,3,4,Verizon Center,1,0,1,0,1,20,16,0.789473684,9,3,2,1,0,0,2,1,0.285714286,0.333333333
1045,0,1,4,8,0,0,2,0,0,0,0,0,0,1,1,865,0,180,20112012,R,2011-11-25T21:00:00Z,6,3,Verizon Center,1,0,2,0,1,21,17,0.8,9,3,3,2,0,0,3,2,0.428571429,0.666666667
1189,0,0,2,2,0,0,0,0,0,0,1,0,0,0,-4,987,0,202,20112012,R,2011-11-27T00:00:00Z,1,5,First Niagara Center,0,0,3,0,0,22,17,0.80952381,9,3,3,3,0,0,3,3,0.428571429,1
1006,1,0,1,4,0,0,0,0,0,0,1,0,0,0,1,986,0,20,20112012,R,2011-11-30T00:00:00Z,2,1,Verizon Center,1,0,0,1,1,23,18,0.772727273,9,3,3,2,0,0,3,2,0.428571429,0.666666667
1162,0,0,1,10,0,0,2,0,0,0,1,0,0,0,0,1012,0,150,20112012,R,2011-12-02T00:00:00Z,2,1,Verizon Center,0,0,1,0,0,24,18,0.782608696,10,2,4,2,0,0,4,2,0.571428571,0.666666667
1255,1,0,4,2,0,0,0,0,0,0,1,0,0,2,1,971,0,284,20112012,R,2011-12-04T00:00:00Z,2,3,Verizon Center,1,0,0,1,1,25,19,0.75,9,2,4,1,0,0,4,1,0.571428571,0.333333333
1325,0,0,4,4,0,0,0,0,0,0,1,0,0,0,-2,1155,8,162,20112012,R,2011-12-06T00:30:00Z,4,5,BankAtlantic Center,0,0,1,0,0,26,19,0.76,10,3,5,2,0,0,5,2,0.714285714,0.666666667
1086,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0,813,8,265,20112012,R,2011-12-08T00:00:00Z,5,3,Scotiabank Place,1,0,0,1,1,27,20,0.730769231,10,3,4,1,0,0,4,1,0.571428571,0.333333333
1242,1,0,8,1,0,1,0,0,0,0,1,0,0,3,-1,865,9,368,20112012,R,2011-12-10T00:00:00Z,2,4,Verizon Center,1,1,1,0,1,28,21,0.740740741,10,3,4,2,0,0,4,2,0.571428571,0.666666667
1166,0,0,3,2,0,0,0,0,0,1,1,0,0,1,-2,942,0,224,20112012,R,2011-12-14T00:00:00Z,5,1,Verizon Center,0,0,2,0,0,29,21,0.75,9,2,4,2,1,1,4,2,0.571428571,0.666666667
